chamber,date,time,evaporation,T_0.5,RH_0.5,CO2_0.5,NH3_0.5,T_1.5,RH_1.5,CO2_1.5,NH3_1.5
3,2023-09-29,05:30:00,33.8,25.3,30.41,1057.22,11.21,27.18,28.84,844.37,4.85
3,2023-09-29,05:35:00,32.58,26.3,30.41,1050.11,10.86,27.37,28.63,853.23,4.92
3,2023-09-29,05:40:00,31.97,26.9,30.31,1042.92,10.41,27.4,28.23,860.13,5.03
3,2023-09-29,05:45:00,30.78,25.77,30.35,1031.89,10.12,26.87,27.51,877.52,5.05
3,2023-09-29,05:50:00,29.86,25.08,30.36,1023.01,10.65,26.5,27.71,896.68,5.18
3,2023-09-29,05:55:00,28.11,24.43,30.44,1017.16,10.88,25.9,27.84,906.09,5.28
3,2023-09-29,06:00:00,28.23,24.4,30.5,1000.42,10.97,25.59,28.47,915.51,5.4
3,2023-09-29,06:05:00,28.77,25.01,30.58,980.32,11.1,24.69,28.51,918.62,5.42
3,2023-09-29,06:10:00,30.05,25.29,30.61,972.9,12.18,24.6,29.32,923.07,5.47
3,2023-09-29,06:15:00,30.93,24.94,30.64,962.74,12.45,25.64,27.8,937.78,5.47
3,2023-09-29,06:20:00,31,24.4,30.67,955.41,11.41,25.69,27.59,942.27,5.6
3,2023-09-29,06:25:00,31.26,24.67,30.69,941.01,11.22,26.81,26.71,952.38,5.6
3,2023-09-29,06:30:00,31.26,26.07,30.76,934.26,11.08,27.4,26.61,971.01,5.6
3,2023-09-29,06:35:00,31.79,26.9,30.86,931.65,10.12,26.08,26.2,979.54,5.62
3,2023-09-29,06:40:00,31.81,26.48,30.9,912.16,10.24,25.46,26.01,987.19,5.73
3,2023-09-29,06:45:00,32.13,25.4,30.98,912.95,10.12,24.6,25.31,1002.89,5.84
3,2023-09-29,06:50:00,32.3,25,30.98,925.65,11,25.52,25.28,1022.15,5.92
3,2023-09-29,06:55:00,33.81,25.1,31.03,942.44,11.47,26.12,24.7,1036.06,6.03
3,2023-09-29,07:00:00,35.74,25.33,31.09,948.59,12.45,26.6,23.7,1039.55,6.09
3,2023-09-29,07:05:00,36.79,25.98,31.1,962.24,11.88,27.35,23.8,1054.18,6.12
3,2023-09-29,07:10:00,38.16,26.12,31.12,976.96,10.31,27.4,24.23,1061.68,6.14
3,2023-09-29,07:15:00,40.01,26.9,31.16,991.57,10.12,25.95,24.55,1068.85,6.02
3,2023-09-29,07:20:00,40.94,26.54,31.14,1008.56,11.52,24.6,25.88,1086.24,5.97
3,2023-09-29,07:25:00,40.99,25.93,31.04,1022.07,12.39,26.04,24.49,1092.64,5.87
3,2023-09-29,07:30:00,41.54,24.95,30.99,1041.89,12.34,27.08,24,1108.65,5.79
3,2023-09-29,07:35:00,43.18,24.4,30.93,1047.07,11.94,25.5,22.96,1116,5.74
3,2023-09-29,07:40:00,42.95,25.28,31.03,1048.49,12.45,24.87,21.8,1103.19,5.61
3,2023-09-29,07:45:00,42.1,25.48,31.06,1065.82,10.83,24.6,21.45,1093.88,5.49
3,2023-09-29,07:50:00,43.25,25.54,31.01,1075.5,10.83,24.84,20.01,1079.52,5.43
3,2023-09-29,07:55:00,44.2,24.7,30.98,1061.25,10.12,26.1,19.33,1070.89,5.35
3,2023-09-29,08:00:00,45.1,24.4,30.93,1057.89,10.32,27.24,18.43,1057.8,5.3
3,2023-09-29,08:05:00,45.74,25.71,30.92,1054.75,10.12,27.4,18.14,1038.58,5.3
3,2023-09-29,08:10:00,46.24,26.12,30.92,1045.09,10.39,26.56,18.37,1033.96,5.24
3,2023-09-29,08:15:00,48.14,26.31,30.91,1039.17,11.65,25.05,18.84,1015.44,5.11
3,2023-09-29,08:20:00,49.05,26.57,30.84,1028.87,12.45,24.6,20.24,1005.59,5.08
3,2023-09-29,08:25:00,47.67,26.28,30.8,1013.9,11.13,25.42,20.27,986.79,5.07
3,2023-09-29,08:30:00,47.39,25.71,30.73,1011.86,10.58,25.6,19.2,984.86,4.99
3,2023-09-29,08:35:00,48.15,25.56,30.66,1030.08,10.48,27.02,18.54,978.11,4.89
3,2023-09-29,08:40:00,49.57,24.4,30.74,1033.72,10.12,27.26,19.07,976.75,4.89
3,2023-09-29,08:45:00,49.63,25.65,30.75,1040.12,10.3,27.4,19.58,957.19,4.87
3,2023-09-29,08:50:00,50.79,26.71,30.85,1042.64,11.29,27.18,20.59,951.59,4.82
3,2023-09-29,08:55:00,51.36,26.9,30.94,1062.92,11.35,26.15,21.15,969.22,4.77
3,2023-09-29,09:00:00,52.1,26.76,31.01,1069.15,11.78,25.23,21.76,970.39,4.76
3,2023-09-29,09:05:00,53.69,26.9,31.07,1072.57,11.92,24.88,22.4,966.51,4.68
3,2023-09-29,09:10:00,53.81,26.04,31.13,1075.5,12.45,24.6,23.26,950.08,4.57
3,2023-09-29,09:15:00,55.43,25.3,31.21,1074.69,12.04,25.18,24.65,943.65,4.54
3,2023-09-29,09:20:00,55.48,25.1,31.26,1075.5,10.54,26.65,25.26,926.81,4.44
3,2023-09-29,09:25:00,55.94,24.64,31.26,1075.39,10.12,27.32,26.5,913.83,4.43
3,2023-09-29,09:30:00,57.69,24.4,31.33,1075.5,11.48,27.4,27.38,901.89,4.3
3,2023-09-29,09:35:00,57.44,25.28,31.38,1064.38,12.25,26.63,27.6,886.8,4.29
3,2023-09-29,09:40:00,55.43,24.4,31.42,1048.95,12.38,25.37,29.07,882.74,4.21
3,2023-09-29,09:45:00,54,24.57,31.43,1054.67,12.45,24.6,29.9,874.13,4.35
3,2023-09-29,09:50:00,53.02,25.09,31.41,1046.52,11.45,26.18,28.53,870.34,4.35
3,2023-09-29,09:55:00,53.28,26.27,31.39,1045.52,11.08,26.95,27.09,866,4.46
3,2023-09-29,10:00:00,55.26,26.9,31.35,1052.85,10.12,27.05,26.13,864.38,4.57
3,2023-09-29,10:05:00,56.39,25.96,31.26,1064.43,10.59,27.4,24.63,854.27,4.59
3,2023-09-29,10:10:00,56.56,24.82,31.19,1075.5,10.12,26.91,24.11,842.53,4.72
3,2023-09-29,10:15:00,58.29,24.4,31.26,1056.5,11,25.9,23.93,848.03,4.67
3,2023-09-29,10:20:00,58.66,25.32,31.32,1050.74,10.12,25.29,23.59,863.89,4.61
3,2023-09-29,10:25:00,60.3,26.71,31.37,1035.93,10.16,24.6,22.65,882.23,4.63
3,2023-09-29,10:30:00,62.13,26.9,31.41,1018.9,10.51,24.99,21.34,901.35,4.73
3,2023-09-29,10:35:00,61.01,26.83,31.49,1016.04,10.79,25.07,21.79,912.87,4.81
3,2023-09-29,10:40:00,59.77,26.9,31.49,1004.23,11.88,26.13,21.34,925.83,4.91
3,2023-09-29,10:45:00,58.71,26.67,31.55,1001.48,12.45,27.13,20.5,933.6,4.95
3,2023-09-29,10:50:00,58.61,25.27,31.52,983.09,12.37,27.4,19.08,939.94,4.99
3,2023-09-29,10:55:00,58.5,24.4,31.55,977.61,12.04,25.91,18.12,922.58,5.12
3,2023-09-29,11:00:00,56.52,25.64,31.63,972.49,11.54,25.63,16.81,916.31,5.13
3,2023-09-29,11:05:00,55.49,25.87,31.67,959.15,10.66,26.59,15.92,898.54,5.18
3,2023-09-29,11:10:00,55.06,25.98,31.74,945.96,10.12,27.4,16.97,893.39,5.2
3,2023-09-29,11:15:00,55.02,26.38,31.76,943.91,10.3,25.78,17.84,892.45,5.27
3,2023-09-29,11:20:00,53.8,26.9,31.83,939.33,11.56,24.69,18.79,884.77,5.38
3,2023-09-29,11:25:00,51.81,26.41,31.87,935.98,12.07,24.6,19.48,875.21,5.52
3,2023-09-29,11:30:00,51.44,26.13,31.89,928.86,12.45,25.66,19.85,862.56,5.52
3,2023-09-29,11:35:00,53.3,26.02,31.91,919.79,11.25,25.77,20.67,858.95,5.58
3,2023-09-29,11:40:00,53.12,24.95,31.96,900.38,10.22,25.72,21.28,855.15,5.58
3,2023-09-29,11:45:00,52.17,24.74,32,889.26,10.12,25.41,20.18,848.45,5.64
3,2023-09-29,11:50:00,54.03,24.4,32.04,874.05,10.76,24.6,19.11,847.51,5.75
3,2023-09-29,11:55:00,55.25,25.17,32.07,871.97,11.8,24.69,19.07,829,5.83
3,2023-09-29,12:00:00,57.24,25.43,32.15,851.03,12.45,26.31,18.08,809.85,5.93
3,2023-09-29,12:05:00,57.35,25.51,32.22,830.06,11.45,26.62,17,795.03,5.98
3,2023-09-29,12:10:00,57.57,26.36,32.26,822.55,10.66,25.6,16.72,812.2,6
3,2023-09-29,12:15:00,58.7,26.61,32.32,817.18,10.17,26.97,16.23,820.43,6.13
3,2023-09-29,12:20:00,58.93,26.9,32.38,813.82,10.12,27.12,14.86,830.28,6.14
3,2023-09-29,12:25:00,59.11,26.57,32.41,798.5,10.4,27.4,15.88,838.87,6.1
3,2023-09-29,12:30:00,59.83,26.2,32.5,795.98,11.36,26.95,15.88,849.71,5.97
3,2023-09-29,12:35:00,60.4,25.88,32.59,799.44,10.93,26.05,15.58,855.7,5.94
3,2023-09-29,12:40:00,60.84,24.88,32.66,808.37,10.35,27.21,16.79,870.39,5.82
3,2023-09-29,12:45:00,61.39,24.4,32.72,828.33,11.77,27.31,17.49,865.77,5.76
3,2023-09-29,12:50:00,62.91,25.08,32.76,844.75,12.45,27.4,18.26,858.07,5.62
3,2023-09-29,12:55:00,63.38,25.08,32.81,831.23,12.42,26.14,19.53,853.62,5.6
3,2023-09-29,13:00:00,64.83,26.46,32.84,814.47,12.04,25.98,19.6,841.88,5.69
3,2023-09-29,13:05:00,64.71,26.9,32.9,802.27,11.99,26.82,20.44,831.84,5.79
3,2023-09-29,13:10:00,64.13,26.68,32.87,786.83,11.05,27.4,19.75,825.21,5.82
3,2023-09-29,13:15:00,63.21,26.63,32.83,775.78,10.12,27.1,18.72,812.09,5.9
3,2023-09-29,13:20:00,61.26,26.42,32.8,785.44,11.55,25.88,19.16,809.93,5.94
3,2023-09-29,13:25:00,62.63,26.19,32.78,795.21,11.83,24.6,18.63,823.64,5.99
3,2023-09-29,13:30:00,62.71,26.01,32.73,812.47,12.45,25.27,17.98,828.54,5.99
3,2023-09-29,13:35:00,64.04,25.98,32.67,827.52,12.12,26.67,17.85,836.72,5.9
3,2023-09-29,13:40:00,64.92,25.36,32.59,829.47,11.06,27.4,16.6,849.28,5.76
3,2023-09-29,13:45:00,65.06,25.99,32.52,849.12,10.86,26.5,15.41,856.66,5.82
3,2023-09-29,13:50:00,66.01,26.55,32.5,857.11,10.61,25.44,14.91,876.68,5.87
3,2023-09-29,13:55:00,66.44,26.77,32.44,868.94,10.39,24.99,14.82,895.41,5.86
3,2023-09-29,14:00:00,66.7,26.9,32.38,876.35,10.12,24.6,14.08,908.76,5.86
3,2023-09-29,14:05:00,68.71,25.79,32.43,883.77,11.11,25.02,12.84,927.29,5.75
3,2023-09-29,14:10:00,69.94,25.56,32.46,867.58,12.45,26.09,12.41,943,5.62
3,2023-09-29,14:15:00,71.94,24.4,32.47,866.12,10.9,27.19,10.89,952.81,5.56
3,2023-09-29,14:20:00,72.56,24.86,32.48,855,10.19,27.39,10.36,969.1,5.53
3,2023-09-29,14:25:00,73.64,25.13,32.5,847.41,10.12,27.4,9.99,953.63,5.44
3,2023-09-29,14:30:00,75.64,25.64,32.59,839.19,11.73,26.94,9.4,945.51,5.44
3,2023-09-29,14:35:00,76.72,25.75,32.68,836.32,12.45,26.77,10.36,939.88,5.35
3,2023-09-29,14:40:00,76.53,26.57,32.71,817.43,11.54,25.91,11.04,935.99,5.28
3,2023-09-29,14:45:00,77.82,26.9,32.67,814.04,10.12,24.6,11.78,919.32,5.25
3,2023-09-29,14:50:00,77.17,26.13,32.57,808.03,10.25,25.95,11.67,903.39,5.17
3,2023-09-29,14:55:00,76.37,25.43,32.55,791,10.12,26.74,11.54,888.43,5.05
3,2023-09-29,15:00:00,75.32,24.88,32.53,772.84,11.67,27.4,10.67,872.44,5.02
3,2023-09-29,15:05:00,74.86,25,32.48,770.26,12.45,26.8,10.15,859.27,4.91
3,2023-09-29,15:10:00,74.55,25.74,32.42,780.05,11.87,25.7,9.4,856.78,4.82
3,2023-09-29,15:15:00,73.6,25.79,32.32,794.58,11.18,24.6,9.43,845.31,4.8
3,2023-09-29,15:20:00,73.2,25.91,32.27,813.2,10.12,25.27,10.47,829.5,4.79
3,2023-09-29,15:25:00,71.74,26.55,32.2,825.67,11.51,25.7,11.72,811.86,4.7
3,2023-09-29,15:30:00,73.06,26.9,32.17,840.52,12.2,26.97,13.17,811.69,4.56
3,2023-09-29,15:35:00,73.38,25.7,32.1,856.7,12.45,27.4,14.51,797.19,4.47
3,2023-09-29,15:40:00,74.97,24.52,32.05,868.06,11.05,26.34,15.72,778.54,4.43
3,2023-09-29,15:45:00,76,24.4,31.98,888.25,10.48,25.94,17.23,775.81,4.38
3,2023-09-29,15:50:00,76.49,25.77,31.92,889.89,10.12,26.92,17.1,767.38,4.31
3,2023-09-29,15:55:00,74.53,26.9,31.91,899.25,10.15,27.4,15.88,748.34,4.31
3,2023-09-29,16:00:00,74.46,25.74,31.85,898.26,11.43,26.89,14.68,747.85,4.45
3,2023-09-29,16:05:00,72.67,25.73,31.81,904.46,11.91,25.93,16.16,732.48,4.57
3,2023-09-29,16:10:00,71.69,25.39,31.8,910.38,12.45,25.19,16.76,715.29,4.6
3,2023-09-29,16:15:00,72.59,24.4,31.72,915.23,12.27,24.6,18.28,714.3,4.7
3,2023-09-29,16:20:00,74.5,24.44,31.78,930.27,12.45,26.03,19.22,700.06,4.72
3,2023-09-29,16:25:00,75.34,25.2,31.88,941.06,10.87,26.66,20.34,698.32,4.82
3,2023-09-29,16:30:00,74.99,25.95,31.95,960.04,10.12,27.4,20.98,690.64,4.85
3,2023-09-29,16:35:00,76.88,26.3,31.98,962.77,10.59,27.16,21.02,682.44,4.95
3,2023-09-29,16:40:00,78.07,26.9,32.05,954.99,12.18,25.8,22.08,681.28,5.07
3,2023-09-29,16:45:00,77.45,26.64,31.99,958.34,12.45,24.6,20.86,661.67,5.21
3,2023-09-29,16:50:00,76.28,25.25,31.95,969.89,11.65,25.47,20.76,663.74,5.27
3,2023-09-29,16:55:00,76.85,24.74,31.89,958.82,10.34,26.18,20.99,677.13,5.38
3,2023-09-29,17:00:00,78.54,24.4,31.86,952.78,10.12,27.4,21.7,675.55,5.39
3,2023-09-29,17:05:00,80.03,25.15,31.77,960.42,10.8,26.12,22.93,668.03,5.32
3,2023-09-29,17:10:00,81.89,24.71,31.71,964.47,11.5,27.4,23.42,674.67,5.28
3,2023-09-29,17:15:00,83.75,24.49,31.7,968.27,12.45,27.11,24.4,681.38,5.24
3,2023-09-29,17:20:00,83.92,24.4,31.66,951.52,11.31,26.62,25.68,691,5.18
3,2023-09-29,17:25:00,84.02,25.13,31.56,945.21,10.98,26.12,26.11,691.91,5.06
3,2023-09-29,17:30:00,84.27,26.42,31.65,936.83,10.12,24.64,25.36,692.81,5
3,2023-09-29,17:35:00,85.62,26.9,31.71,930.44,11.28,24.6,24.56,711.11,5.11
3,2023-09-29,17:40:00,87.49,26.39,31.79,918.85,11.32,25.88,24.01,702.21,5.18
3,2023-09-29,17:45:00,88.3,26.26,31.85,908.68,11.41,26.54,23.15,690.59,5.32
3,2023-09-29,17:50:00,88.83,26.2,31.88,904.89,12.45,26.33,22.4,679.56,5.43
3,2023-09-29,17:55:00,90.23,25.07,31.88,893.09,11.45,26.26,21.03,668.22,5.56
3,2023-09-29,18:00:00,91.72,24.4,31.98,875.29,10.8,25.26,20.2,662.77,5.52
3,2023-09-29,18:05:00,93.03,24.42,32.04,857.75,10.64,24.6,19.53,653.08,5.48
3,2023-09-29,18:10:00,94.3,24.55,32.09,855.28,10.54,24.99,20.65,647.29,5.36
3,2023-09-29,18:15:00,95.91,24.79,32.07,871.15,10.12,25.06,20.65,643.32,5.36
3,2023-09-29,18:20:00,96.52,25.44,31.97,890.23,10.24,25.55,20.84,658.13,5.3
3,2023-09-29,18:25:00,97.21,25.47,31.94,907.53,11.02,26.65,22.19,658.78,5.28
3,2023-09-29,18:30:00,98.33,25.63,31.99,912.28,12.45,27.4,22.74,653.05,5.14
3,2023-09-29,18:35:00,99.73,26.88,32.03,925.17,10.99,26.51,24.1,637.75,5.03
3,2023-09-29,18:40:00,99.78,26.9,32.03,925.75,10.35,25.66,24.65,633.65,5
3,2023-09-29,18:45:00,100.64,26.73,32.05,944.73,10.12,24.6,25.1,622.41,4.97
3,2023-09-29,18:50:00,102.04,26.7,32.06,965.69,10.52,26.15,25.65,621.32,4.93
3,2023-09-29,18:55:00,103.97,26.9,32.13,965.04,12.03,27.4,26.01,631.41,5.03
3,2023-09-29,19:00:00,104.45,26.14,32.14,957.97,11.65,26.82,27.54,632.6,5.05
3,2023-09-29,19:05:00,105.51,26.89,32.11,941.25,10.21,25.74,27.55,641.16,5.08
3,2023-09-29,19:10:00,104.88,26.9,32.1,925.72,10.12,25.38,28.51,641.39,5.08
3,2023-09-29,19:15:00,103.56,25.72,32,919.32,11.08,24.6,29.72,647.84,4.95
3,2023-09-29,19:20:00,102.16,24.65,31.97,903.64,12.36,24.69,29.9,649.78,4.83
3,2023-09-29,19:25:00,100.55,24.4,31.93,888.31,12.36,25.34,29.8,659.05,4.73
3,2023-09-29,19:30:00,100.12,24.77,31.91,872.98,12.45,26.07,28.37,659.44,4.63
3,2023-09-29,19:35:00,99.42,25.08,31.89,857.49,10.92,26.95,28.22,671.47,4.6
3,2023-09-29,19:40:00,99.25,26.02,31.8,845.25,10.87,27.4,28.17,682.86,4.55
3,2023-09-29,19:45:00,98.51,26.73,31.73,840.33,10.14,26.92,27.6,692.85,4.43
3,2023-09-29,19:50:00,98.48,26.9,31.63,827.95,10.12,26.82,27.4,706.64,4.37
3,2023-09-29,19:55:00,98.27,26.13,31.61,818.08,10.64,26.2,26.89,716.36,4.28
3,2023-09-29,20:00:00,97.26,25.47,31.55,817.08,11.64,25.89,25.91,721.47,4.21
3,2023-09-29,20:05:00,96.06,24.4,31.54,804.62,11.88,24.6,25.23,722.65,4.3
3,2023-09-29,20:10:00,95.86,25.51,31.53,795.03,10.32,25.84,23.75,728.41,4.43
3,2023-09-29,20:15:00,94.66,26.66,31.48,793.51,10.12,25.03,24.66,731.77,4.42
3,2023-09-29,20:20:00,93.34,26.9,31.48,779.18,10.44,24.97,24.79,739.89,4.55
3,2023-09-29,20:25:00,91.66,26.71,31.47,762.31,10.47,24.6,26.22,750.56,4.68
3,2023-09-29,20:30:00,89.64,26.9,31.4,758.31,10.9,24.89,26.46,766.56,4.81
3,2023-09-29,20:35:00,88.92,26.83,31.47,738.84,12.14,24.99,27.32,775.54,4.86
3,2023-09-29,20:40:00,88.73,26.39,31.54,755.56,11.29,26.21,28.07,777.89,4.83
3,2023-09-29,20:45:00,87.99,25.39,31.62,769.15,11.04,27.4,28.09,783.5,4.91
3,2023-09-29,20:50:00,86.81,24.4,31.56,783.42,10.12,26.91,28.41,800.4,4.93
3,2023-09-29,20:55:00,85.03,24.68,31.49,795.78,10.51,26.32,28.98,804.67,4.96
3,2023-09-29,21:00:00,86.6,24.72,31.41,800.5,11.19,26.1,29.82,812.67,5.02
3,2023-09-29,21:05:00,87.38,25.67,31.33,789.55,11.2,24.6,29.9,824.98,5.11
3,2023-09-29,21:10:00,88.76,25.68,31.26,769.38,12.45,26.22,29.84,829.53,5.17
3,2023-09-29,21:15:00,88.86,25.85,31.33,761.12,12.19,27.19,29.49,832.51,5.29
3,2023-09-29,21:20:00,89.6,26.02,31.41,782.03,10.91,27.32,29.83,841.24,5.34
3,2023-09-29,21:25:00,90.28,26.16,31.43,798.07,10.12,27.4,29.9,842,5.38
3,2023-09-29,21:30:00,92.29,26.34,31.47,810.85,11.13,26.69,29.22,844.98,5.41
3,2023-09-29,21:35:00,90.51,26.87,31.5,826.08,11.58,25.8,29.03,860.15,5.46
3,2023-09-29,21:40:00,89.99,26.13,31.53,839.27,12.43,24.6,28.78,856.15,5.56
3,2023-09-29,21:45:00,88.23,25.39,31.57,859.8,12.45,25.69,27.94,846.31,5.63
3,2023-09-29,21:50:00,86.9,24.71,31.61,872.87,11.9,25.88,26.45,828.59,5.75
3,2023-09-29,21:55:00,85.56,24.4,31.64,883.46,10.97,27.29,25.05,808.72,5.67
3,2023-09-29,22:00:00,83.62,25.36,31.72,884.53,10.86,27.4,23.6,796.61,5.62
3,2023-09-29,22:05:00,84.07,24.48,31.73,894.28,10.12,26.02,23.59,795.24,5.59
3,2023-09-29,22:10:00,84.69,24.4,31.83,910.48,11.47,24.6,23.34,790.9,5.48
3,2023-09-29,22:15:00,85.92,25.18,31.87,922.35,12.45,25.4,22.97,776.93,5.45
3,2023-09-29,22:20:00,87.05,25.62,31.89,932.84,12.15,27.03,22.72,762.9,5.49
3,2023-09-29,22:25:00,87.4,26.1,31.95,948.74,10.73,27.38,21.43,747.63,5.48
3,2023-09-29,22:30:00,87.6,26.9,32.02,961.35,10.58,27.4,20.53,734.67,5.39
3,2023-09-29,22:35:00,87.85,25.88,32.04,970.08,10.9,25.73,20.32,727.86,5.31
3,2023-09-29,22:40:00,89.65,25.93,32.09,978.16,12.11,25.73,19.39,732.7,5.37
3,2023-09-29,22:45:00,91.16,26.4,32.12,998.09,12.45,24.6,19.17,735.22,5.5
3,2023-09-29,22:50:00,92.7,26.66,32.14,1017.52,11.61,26.1,18.77,736.34,5.62
3,2023-09-29,22:55:00,93.88,26.87,32.16,1030.99,11.9,27.13,18.25,744.46,5.62
3,2023-09-29,23:00:00,94.27,26.9,32.19,1013.2,12.45,27.19,18.12,749.21,5.63
3,2023-09-29,23:05:00,94.43,26.42,32.13,1014.24,11.79,25.71,17.13,761.87,5.62
3,2023-09-29,23:10:00,95.62,25.47,32.13,1031.73,11.62,24.6,16.22,779.34,5.59
3,2023-09-29,23:15:00,96.9,25.16,32.09,1040.57,10.29,26.05,15.23,793.65,5.46
3,2023-09-29,23:20:00,98.17,24.4,32.01,1057.6,10.12,27.34,14.45,804.51,5.38
3,2023-09-29,23:25:00,98.96,24.64,31.96,1074.12,10.72,27.4,14.13,799.97,5.37
3,2023-09-29,23:30:00,99.89,25.51,31.95,1054.28,10.99,27.19,13.15,797.59,5.35
3,2023-09-29,23:35:00,101.75,25.73,31.94,1052.74,11.72,25.68,11.77,784.42,5.22
3,2023-09-29,23:40:00,102.74,26.16,31.87,1060.5,12.45,26.98,10.32,765.36,5.17
3,2023-09-29,23:45:00,102.58,26.9,31.77,1061.12,11.71,27.02,9.44,747.64,5.14
3,2023-09-29,23:50:00,102.3,26.84,31.67,1055.69,11.67,27.4,9.4,739.39,5.07
3,2023-09-29,23:55:00,101.2,26.09,31.64,1050.62,10.36,26.48,10.1,723.95,5.05
3,2023-09-30,00:00:00,50.9,26.86,39.11,941.74,10.99,26.63,11.1,838.91,4.83
3,2023-09-30,00:05:00,53.58,26.9,39.14,953.2,10.28,27.4,11.71,839.53,4.53
3,2023-09-30,00:10:00,55.74,26.75,39.2,953.5,10.12,27.39,11.92,849.89,4.21
3,2023-09-30,00:15:00,59.22,25.62,39.24,963.33,10.5,26.9,12.78,865.18,4.64
3,2023-09-30,00:20:00,62.32,24.63,39.29,976.98,11.3,26.51,12.84,872.63,4.21
3,2023-09-30,00:25:00,64.65,24.55,39.35,989.07,11.47,25.71,13.67,887.7,5.03
3,2023-09-30,00:30:00,64.69,24.4,39.41,1009.92,11.71,24.85,14.01,900.03,5.58
3,2023-09-30,00:35:00,65.1,25.01,39.45,1015.01,12.07,24.84,14.04,904.43,5.95
3,2023-09-30,00:40:00,68.16,25.47,39.43,1031.7,12.22,24.6,14.32,908.01,5.04
3,2023-09-30,00:45:00,68.62,25.58,39.36,1044.7,12.45,26,15.59,913.84,5.15
3,2023-09-30,00:50:00,70.81,26.49,39.39,1063.98,11.55,26.94,16.87,896.49,5.47
3,2023-09-30,00:55:00,73.73,26.59,39.44,1075.5,10.56,27.15,17.34,885.14,5.58
3,2023-09-30,01:00:00,76.44,26.9,39.48,1071.51,10.12,27.4,18.41,883.84,5.88
3,2023-09-30,01:05:00,77.5,26.17,39.51,1065.32,11.14,27.13,19.28,878.81,6.14
3,2023-09-30,01:10:00,80.42,26.08,39.57,1054.9,11.61,26.68,17.72,865.25,5.67
3,2023-09-30,01:15:00,80.42,25.02,39.58,1038.77,11.76,25.71,17.61,867.93,5.37
3,2023-09-30,01:20:00,83.61,26.02,39.62,1045.61,12.45,25.9,17.35,869.28,4.89
3,2023-09-30,01:25:00,84.36,26.68,39.63,1047.85,12.38,26.98,17.1,880.23,4.9
3,2023-09-30,01:30:00,87.78,25.72,39.66,1051.51,11.51,27.4,17,895.43,5.69
3,2023-09-30,01:35:00,87.07,25.6,39.73,1072.02,10.97,25.99,16.76,915.35,6.14
3,2023-09-30,01:40:00,84.89,25.36,39.67,1075.5,10.65,24.88,15.63,929.28,6.02
3,2023-09-30,01:45:00,82.7,24.59,39.59,1064.86,10.12,24.6,16.68,938.63,6.04
3,2023-09-30,01:50:00,81.18,24.4,39.6,1068.64,10.78,24.98,18.16,939.61,6.14
3,2023-09-30,01:55:00,78.91,25.38,39.55,1075.5,10.82,25.89,19.02,944.37,5.95
3,2023-09-30,02:00:00,75.73,26.41,39.53,1073.84,11.33,26.02,19.47,951.78,6.14
3,2023-09-30,02:05:00,72.66,26.42,39.46,1062.73,12.36,26.61,20.33,959.41,5.2
3,2023-09-30,02:10:00,71.81,26.9,39.43,1043.98,12.45,27.35,21.19,943.52,4.6
3,2023-09-30,02:15:00,71.16,25.83,39.4,1031.99,12.03,27.4,21.93,960.16,4.21
3,2023-09-30,02:20:00,68.58,26.9,39.4,1026.22,11.27,27.3,22.69,973.32,4.24
3,2023-09-30,02:25:00,66.75,25.82,39.37,1007.09,10.97,26.95,23.98,981.61,4.37
3,2023-09-30,02:30:00,63.43,24.97,39.31,986.1,10.34,26.8,24.43,982.03,4.57
3,2023-09-30,02:35:00,62.87,24.62,39.3,981.58,10.12,25.39,24.89,998.92,5.24
3,2023-09-30,02:40:00,60.42,24.4,39.24,970.85,10.8,25.33,26.01,1006.29,5.33
3,2023-09-30,02:45:00,59.37,25.64,39.23,975.18,11.14,25.19,26.34,1006.55,5.74
3,2023-09-30,02:50:00,55.84,26.05,39.15,986.45,11.24,24.6,25.4,1022.1,6.02
3,2023-09-30,02:55:00,53.66,25,39.1,1000.42,12.03,25.79,24.9,1040.34,6.14
3,2023-09-30,03:00:00,52.11,24.92,39.03,1008.38,12.35,27.17,23.93,1045.71,5.63
3,2023-09-30,03:05:00,49.85,24.52,38.97,1012.58,12.45,26.82,23.1,1063.58,5.29
3,2023-09-30,03:10:00,48.8,24.4,38.92,1030.12,11.96,26.04,23.02,1069.5,4.52
3,2023-09-30,03:15:00,51.86,24.56,38.9,1050.39,11.71,25.59,23.57,1055.81,4.48
3,2023-09-30,03:20:00,54.53,24.4,38.89,1068.26,11.78,25,24.35,1049.29,5.37
3,2023-09-30,03:25:00,56.09,25.54,38.86,1075.5,12.22,26.35,25.71,1029.53,6.14
3,2023-09-30,03:30:00,59.46,24.74,38.84,1071.65,12.45,27.06,26.43,1038,5.43
3,2023-09-30,03:35:00,60.86,24.4,38.82,1059.41,12.19,27.4,27.93,1046.22,4.51
3,2023-09-30,03:40:00,60.96,25.38,38.76,1052.43,11.38,27.12,29.13,1049.15,4.5
3,2023-09-30,03:45:00,63.6,26.49,38.73,1046.56,10.96,26.91,29.9,1042.75,4.29
3,2023-09-30,03:50:00,64.55,26.84,38.66,1039.49,11.17,26.3,29.1,1025.75,4.21
3,2023-09-30,03:55:00,67.77,26.9,38.65,1025.91,11.55,25.1,28.48,1009.1,4.54
3,2023-09-30,04:00:00,71.19,26.25,38.63,1012.62,11.58,24.74,28.24,1001.27,4.61
